,rid,text,food,ambience,service,price
3378,2038,"Tesate udah jadi favorit gue selama 6 atau 7 tahun belakangan, biasanya gue makan yg d ps ini yg d menteng menurut gue lebih enak tempatnya besar ga cuma satu lantai dan ga nempel sama mol. Menu favorit gue sayur bunga pepaya: ga terlalu asin sesuai selera gue tapi enak, bumbunya kerasa. sate blora: ga gosong ga keras ayamnya konsistensinya oke, bumbu bloranya juga enak, ga terlalu minyakan. Kepiting soka mangga muda: favorit banget.... Rasanya asem krn mangga muda terus asin. Enak banget menu wajib kl kesini. Es-es an: gatau kenapa jaman dulu di outlet ps es nya dia enak semua, tapi yg disini kurang esnya, gue pernah pesen pisang ijo dan es campur rasanya biasa aja. Tahutelor: gue ga suka sebenernya sm menu ini tapi tahu telor disini enak bangeeet.. Asal jgn kebanyakan kol. Menu ini bikin gue jd gpp makan kecap. Overall enak, byk yg blg overpriced buat makanan indo tapi worth it menurut gue, dan udh pasti balik lg kesini kl lg ada rejeki ❤️",POSITIVE,,,POSITIVE
3379,2662,"Baru tau kalau yang cabang disini no pork no lard. Such a relief utk saya yang ga makan pork. Karena kalau cabang yang di Kelapa Gading banyak menu pilihan dengan pork. Pas saya kesana sih cukup sepi, malah pas saya dateng cuma ada saya yang datang makan. Mungkin karena saya datengnya cukup malam. Karena kl baca review disini katanya malah ngantri kalau mau makan. Overall rasanya enak, tapi ive tried better ramen. Kuahnya kayak kurang keluar aja gitu rasanya. Pesen mie yang merah which is cukup unik dari bbrp pilihan mie yang ada. Telornya juga enak. Pelayanannya cepat.",POSITIVE,POSITIVE,POSITIVE,
3380,3729,"Pulihkan Popularitas Bakkut Teh, Pig Trotters, Sup Perut Babi, Cakwe, Sayuran Asin dan Choy Sim dalam saus tiram.Secara keseluruhan tidak buruk tetapi Pig Trotter memiliki penurunan kualitas dalam pemotongan dan bumbu menurut ayah saya.",POSITIVE,,,
3381,938,Enak bgt sop kaki kambingnya kuahnya susu tp ga bleneg dan ga bau. Nomer dua terenak diselatan menurut gw.. top deh Untuk harga sesuai lah sama rasa yg lo dapet dr kuahnya.,POSITIVE,,,POSITIVE
3382,3314,"Pernah kesini bareng sama senior di kampus terus pesen ramen tam tam mi kecil. Enak bgttt sih parah. Kuahnya terenak. Definitely going back here some other time. Update: Kemarin kesini lagi, pesan menu yg sama + karage. Karagenya enaaaak... besar2, renyah, dan ada tulang mudanya yg nambah kerenyahan pas kita makan. Superb 👍 oh iya naga merah nya juga enak. Kuahnya kentel dan kaya akan telur. Best bgt sih P.s.: untuk minumannya just stick to ocha karena refill he he",POSITIVE,,,
3383,1666,Ayolah mampir ke ichiro ramen noodle rasakan kenikmatan n kepuasan anda semua di sini pasti anda semuaa ketagian saya jamin dehh@ichiroramennoodle,,,,
3384,4150,Berhubung saya pesan delivery jd btknya gk gitu bgs. Untuk rasanya sih ok dgn babi yang lmyn bnyk ditmbh ayam panggang dan kuahnya ada 2 macam kuah angkak dan kuah putih kentel yg manis tapi sayang nasinya pera atau keras. Untuk hrga satu porsi 28k.,POSITIVE,,,
3385,984,"Makanan enak, tempat yang bagus!Makanan lezat, porsi ukuran bagus dan bagus.Restoran ini bagus dan suasananya sangat santai.Tempat yang nyaman :)",POSITIVE,POSITIVE,,
3386,1910,Kesini untuk buka bersama temen kantor dan saya pesen japanesse udon seafood..buset asin banget..bukan cuma pesanan saya..temen saya pesen shicuan rice juga sama..asin banget...,NEGATIVE,,,
3387,113,"Good food!!! Love the cabe!!ayam panggang dan bebeknya panggang perfectly cooked,dagingnya empuk dan wangi...:) i'll be back.. agaiinn with my friend..",POSITIVE,,,
3388,2961,"Makanannya enak.Tetapi layanan hanya mengerikan.Server kasar!Ini bukan tempat yang ramah anak, karena tempat ini sangat ramai, lantai yang licin dan server berjalan-jalan dengan banyak piring, tetapi tentu saja ini tidak pernah menghalangi pelanggan untuk membawa anak-anak mereka dan membiarkan mereka berlari liar di restoran ketat (sarkasme yang dimaksudkan).Makanan kami membutuhkan waktu cukup lama untuk datang dan ketika kami membuat pesanan kedua, server jelas tidak senang!Permisi?Kami tidak memohon makanan di sini.Kami Membayar Pelanggan!Dan menilai dari beberapa ulasan yang diberikan di sini, saya tidak sendirian dalam penilaian ini.Hanya karena restoran Anda penuh sesak, tidak memberi Anda hak untuk memperlakukan pelanggan Anda seperti Shite.Pemilik, silakan berinvestasi pada server yang lebih baik dengan sedikit sikap.",POSITIVE,NEGATIVE,NEGATIVE,
3389,3996,Kesini tertarik karena promonya bilang wifii disini kenceng. Untuk menu pilihannya standaran melayu lah Untuk harga masih terjangkau Bisa jadi refrensi kalo ngerjain tugas yang butuh wifii 😌,,POSITIVE,,POSITIVE
3390,3436,"Saya suka suasana di sini, bagus dan nyaman dengan pencahayaan hangat redup.Server merekomendasikan spageti mereka dengan ROE COD dan jamur Jepang, saya juga memesan kroket udang, pasta dengan saus tomat dan terong bakar, dan madu tomat bruschetta.Saya menikmati spageti dengan ROE COD dan jamur Jepang begitu banyak!Rasanya segar, ringan, tidak terlalu mencurigakan, dengan banyak wakame.Pasta dengan terong bakar dalam saus tomat juga dilakukan dengan baik.Hidangan yang harus dicoba lainnya adalah bruschetta, tidak pernah berpikir kombinasi madu dan tomat bisa jadi yum!Namun kroket udang cukup rata-rata, jadi saya sarankan Anda untuk melewatkannya.",POSITIVE,POSITIVE,,
3391,1270,Ga ada yg bisa ngalahin bebek bakar nya sih so far hehe bebek nya lembut banget trs daging nya gampang dilepas dr tulang nya :) bumbu nya jg sampe meresap ketulang nya gt,POSITIVE,,,
3392,3716,"Makanan laut terbaik untuk mendapatkan di Jakarta, walaupun mereka memiliki beberapa cabang IMO yang pertama masih yang terbaik.Mereka akan memberi Anda makanan laut segar dan bahkan Anda dapat memilih mereka sendiri hidup-hidup untuk kepiting.",POSITIVE,,,
3393,3228,"THE BEST MIE ACEH IN J-TOWN. Enough to describe it all? Selalu pesen mie aceh dan teh tariknya kalo kesini,secara itu adalah 2 menu yang membuat tempat ini jadi sangat terkenal. Harus coba juga cane kari kambingnya! Kuah karinya mantap meskipun bikin eneg kalo kebanyakan.. Memang agak pedes buat ukuran orang jawa,tapi bisa request kok tingkat kepedasanya:) Would be back again,and again.10/10!",POSITIVE,,,
3394,429,"Pesan yang rasa green tea , mango yogurt & cream chocolate Dan yang paling enak rasa cream chocolate. Green tea standart Mango yogurt asem2 gitu tp boleh lah Sekitar 57 ribu utk 3 itu",POSITIVE,,,
3395,1325,"Saya datang ke sini pada hari Sabtu sore .. Tempat itu dikemas dengan siswa yang bekerja di proyek sekolah mereka.Begitu saya memasuki Caribou, saya sangat terkejut dengan array pilihan kopi.Ada pilihan kopi campuran, mochas dan spesialisasi rumah.Suasana .... sangat kehangatan dan nyaman.Banyak sofa dan kursi di gedung 2 lantai.Ini adalah tempat saya akan datang lagi untuk waktu """" saya """".",,POSITIVE,,
3396,1231,"Enak dan murah!! Hanya tidak ada ruang merokok disinj, jadi kalau mau merokok silahkan keluar dulu. Hehe :) Dan parkirannya kecil, jadi kalau mau lunch disini bawa mobil, siap2 aja sedikit dibuat pusing oleh tempat parkir hehe.",POSITIVE,NEGATIVE,,POSITIVE
3397,977,"Saya datang ke sini karena teman saya memberi tahu saya rasa terbaik dari makanan Spanyol telah hadir di Senopati Jakarta (karena dekat rumah saya 😁), dan kemudian ketika kami tiba di restoran gastromaquia kami disambut dengan baik oleh pelayan, dan dikirim untuk memilihsebuah meja.Saya memilih tempat di lantai dua, karena di lantai pertama sempit dan ramai pada saat itu.Di lantai dua yang dihiasi dengan dekorasi unik namun unik yang terbuat dari peralatan dapur, sangat keren dan sooooo nyaman.Saya memesan Croquet Porcini IDR 40 K dan Lychee Tea 30 K. Porcini Croquet begitu renyah di luar sementara lembut krim di dalam dengan jamur porcini dan ragout.Teh Lychee memang sangat menyegarkan.Atas semua makanan di gastromaquia cukup lezat 😋 jajanbeken.com",POSITIVE,POSITIVE,,
3398,94,"Baru coba di elang laut pik area, rasa cocok, tempat bagus, service oke, pesen double steak n texas mex nya enak bingit, harga fair krn porsi gede",POSITIVE,POSITIVE,POSITIVE,POSITIVE
3399,991,"Akhirnya Beatrice Quaters terbuka di dunia hidup, saya sangat keluar karena dekat rumah bf saya.Seperti biasa saya selalu jatuh cinta dengan pizza beras Unagi mereka juga roti panggang madu.Tidak banyak yang bisa dikatakan tentang tempat ini, tetapi Beatrice Quarter adalah tempat yang dapat Anda habiskan hanya untuk makan dengan baik dan mengobrol dengan teman-teman;)",POSITIVE,POSITIVE,,
3400,3479,"Spaghetti Saus Telur Asin! Yeah, i came here just to taste that super recommended menu. Rasanya enak banget! Porsinya cukup besar sih buat gue, spaghetti nya al dente, sausnya banyak dan udangnya besar2. Walaupun end up agak enek dan nyesel karna lemak dan kolesterol hahaha. Lokasi dan interiorreato nya pun nyaman apalagi kalau ambil seat diluar dan dideket kolam ikan. Patut dicoba deh resto ini pokoknya. Happy hunting!",POSITIVE,POSITIVE,,
3401,816,Bagaimana saya tidak menemukan sendi ini sebelumnya?Potter & Clay harus menjadi salah satu restoran Korea yang paling diremehkan di kota ini.Bibimbap sangat bagus dan enak.Harganya masuk akal.,NEGATIVE,,NEGATIVE,POSITIVE
3402,1850,"Langganan dari jaman sma, terkenal sama porsinya yang wow banyaknya. Cuma sayang sekarang rasanya udah agak kurang.terakhir gojek bakmi goreng, kwetiaw siram, ifu mie sama pangsit goreng. Bakmi goreng ga kayak dulu lg agak cendeung hambar sekarang. I fu mie dan kwetiaw siram masih enak. Pangsit juga udah beda sama yg dulu. Tapi tetep porsi nya. Luar biasah. Pas buat yg kelaperan",POSITIVE,,,
3403,3889,"Cuma pesan chuka idako, sashimi salmon, salmon maki dan green tea smoothie buat anak anakku, kebetulan aku sdh makan sebelumnya jadi ga ikutan pesan. Sushi nya enak dan harganya worthed. Minusnya ga suka sama warna ruangnya karna suasananya jadi remang2 karna aku bawa anak anak kecil.,ini bukan pertama kalinya gue ke sini dan sebelumnya juga udah coba sushi mereka yang unik-unik dan variatif hehehe. desain interior yang serba hitam dan hijau dan agak remang-remang memang agak membuat kesusahan membaca menu namun okelah tinggal tunjuk2 gambar heeeem. dari makanannya gue akui rasanya emang enak. pas banget lah di lidah. apalagi gue coba chicken teriyaki mereka yang katanya termasuk menu baru, itu enak banget. ada crunchy-crunchynya gitu dan saus teriyakinya berasa pas nggak terlalu kemanisan dan keasinan. cuma, chicken katsunya agak kurang berasa asinnya jadi kayak mesti dicelupin ke saus pedampingnya gitu sedangkan gue nggak begitu suka sausnya hehe. setelah itu, pelayanan disini juga baik baik dan cepat tanggap apalagi masalah tentang refill ocha wuih mantaplah sigapnya. Farras Malik",POSITIVE,NEGATIVE,POSITIVE,POSITIVE
3404,2200,Udah lama banget liat review bc's cone di foodbloger..baru kesampean nyobain sekarang.. Untuk tmptnya baru renov sih..jadi agak kurang comfy..es krimnya banyak bgt pilihan rasa dan conenya juga warna warni + ada rasanya. Kmrn nyoba yg charcoal cheese dan conenya yg mango..enaaak Trus nyoba ferero shake... mm ini so so bgt dan ga mau beli modelan shake gini lagi..yg coklatnya lagi kekinian ditempelin di botol...mubazir..susah bro makannya..harus gigit gigit botolnya hahaha. Masih mau mampir lagi buat nyoba varian rasa es krim lainnya,POSITIVE,NEGATIVE,,
3405,3252,"Setiap kali saya melewati tempat ini, selalu menarik perhatian saya karena dekorasi terlihat sangat mengundang dan cantik.Awalnya saya merasa skeptis, saya pikir tempat ini hanya akan menjadi seperti resto / kafe yang terlalu hyped di Jakarta ... tempat yang bagus tapi makanan yang tidak begitu enak.Ternyata bukan.Saya memesan menu sarapan sepanjang hari, Quickie-in-A-Jar dan makanan petani.Keduanya terasa begitu enak !!Anda dapat merasakan bahwa makanan yang terbuat dari bahan-bahan berkualitas tinggi yang dimasak dengan benar sehingga membawa rasa yang tepat.Akan mencoba menu lain waktu berikutnya, jelas saya akan kembali lagi segera!PS: Kopi bagus, tapi masih ada ruang untuk perbaikan.Ini bukan kekecewaan tetapi itu tidak terlalu istimewa, tapi hei masih terasa jauh lebih baik daripada coffee shop chainstore.",POSITIVE,POSITIVE,,
3406,2796,"To be honest, gue belom pernah nyoba kuliner bebek yang disajiin sama bihun kuah. Tapi menurut gue bihun bebek ini juara! Harganya emang agak pricey ya nyentuh 65rb per mangkok, tapi porsi yang lo dapetin nggak boong gedenya. Kuah nya juga perlu di kasi apresiasi walaupun gue sampe skrg ragu kuah nya halal apa ngga. Gue juga sempet nyoba yang bihun bebek kari. Well gue lebih prefer yang bihun bebek biasa sih, tapi boleh dicoba kok yg versi kari. Kari nya lebih kearah rasa kari nya lontong kari atau laksa. Buat minumnya ya standar2 aja. 2 dari 3 minuman yg gue pesen ternyata cuma sirup doang. Ya buat ngilangin aus aja. Intinya, layak dikunjungi.. Tapi halal apa ngga nya gue ga berani jamin",POSITIVE,,,NEGATIVE
3407,493,"Salah satu tempat favorit saya untuk Sunday Brunch.Mereka melayani berbagai hidangan Barat dan Patisserie.Saya sarankan untuk tidak pergi untuk teh hijau dan donat cokelat putih karena ada asam aneh setelah selera untuk itu.Untuk petualang makanan, cobalah minuman yang disebut London Fog, itu adalah minuman yang Anda cintai atau benci.Tetapi semua di semua tempat yang cukup bagus",NEGATIVE,POSITIVE,,
3408,1070,"Cantik.Ingatkan saya pada nasi ayam di KLCC Foodcourt.Beras memiliki selera khusus seperti beras hainam.Ayam itu bagus dan bebek juga.Tapi, bukan untuk sup.Hampir tidak ada rasa.Dan saya suka pedas cabai.",POSITIVE,,,
3409,154,"Pada dasarnya, rasa macchiato tunggal cukup baik.Dan Spaghetti Rendang benar-benar enak dan aku bisa makan satu porsi lagi.Tempat itu sendiri sangat nyaman.Pastikan kalian mencoba tempat ini dan menikmati suasananya.",POSITIVE,POSITIVE,,
3410,2772,"Sebenarnya banyak tempat makan citarasa lokal di Bogor, tetapi menurut saya, yang sekaligus menawarkan tempat yang nyaman dan dapat menampung jumlah pengunjung yang banyak, hanya ada beberapa, dan salah satunya Gumati. Tempat ini sudah sangat banyak berubah dari awal berdiri, dan semakin bagus. Citarasa makanan juga enak dan harga tidak terlalu mahal. Kadang sore hari ada pertunjukan tari-tarian yang cukup menghibur. Konro Bakarnya OKE punya, dan meskipun tampilan Gurame Gorengnya tidak menarik (hehehe..), tapi rasanya boleh diadu. Sop Buntut? Masih agak keras dagingnya dan rasanya kurang tajam (versi saya lho ya). Ayam Goreng? Oke punya juga dan layak untuk dicoba. Dagingnya empuk dan bumbu meresap sampai ke dalam... Jangan lupa pesan Karedok juga ya. Dijamin tidak kecewa.. Lokasi sangat gampang dicapai karena ada di pusat kota. Tinggal pasang GPS, pasti sampai. Hehehe..",POSITIVE,POSITIVE,,POSITIVE
3411,2074,"Hazelnut freezy itu kopi fav saya disini... Tempatnya nyaman, pelayanan nya cepet, ramah, sopan dan santun hehe.. Cocok nih buat yang nungguin pacarnya waxing ksini hahahahaha ???... Sukses slalu buat oldtown!",,POSITIVE,POSITIVE,
3412,2999,"Salah satu tempat makan cantik yang buka di Green Lake. Meskipun masih sepi, dapat dibayangkan bahwa kawasan ini akan menjadi the next PIK. Pertama kali saya diajak teman kemari karena gambar-gambar dessert unik. Dan ketika saya pertama masuk kemari, interiornya terasa sangat friendly dimana kita bisa melihat gambar-gambar anime Jepang beserta dengan figurin-figurin di tembok restoran. Ketika pesanan sushi saya sampai (gambar terlampir), penampilannya sangat menarik perhatian karena berbeda dengan tempat lain yang biasa saya makan; begitu juga dengan hidangan penutup disajikan dengan sangat unik. Namun rasa dari sushi-nya biasa-biasa saja dan dessert kurang enak.",NEGATIVE,POSITIVE,POSITIVE,
3413,1654,"Bubur ayam polos ini kalo tdk salah range harganya sekitar 17-19ribu, porsinya cukup banyak untuk satu orang, rasanya okelah. Hanya saja menurut saya karena sambalnya itu pakai cabai rawit potong saja, jd terasa kurang mantap. Tempatnya yg cukup minimalis alias jumlah meja tidak banyak. Dan tidak ada smoking area, jadi utk yg ingin merokok harus keluar dulu. Tapi rasa keseluruhan gak mengecewakan karena design tempatnya cukup oke buat yg hobi foto2 dan dapat free chinese tea loh. :)",POSITIVE,POSITIVE,,POSITIVE
3414,983,"Waktu itu kesini untuk belajar bersama teman. Kita share caesar salad, sizzling fried rice with pork, crispy chicken tenderloin, dan apple crumble ini (tapi sayangnya sekarang udah gak ada apple crumble nya, saya gak lihat lagi di menu 😭) dan lychee beer untuk minumnya. Everything was good, service nya juga cukup cepat (mungkin karena waktu itu lagi sepi). Caesar saladnya enak, dressingnya agak kurang tetapi enak. Sizzling fried rice with porknya enak banget! Dengan tambahan sunny side up egg di atasnya, penampilannya jadi menarik. Tapi porsinya kurang banyak. Crispy chicken tenderloinnya juga enak, renyah dan daging ayamnya masih juicy. Yang paling juara adalah apple crumble nya ini.... Apelnya lembut, dipadu dengan renyahnya crumble & vanilla ice cream... What a foodgasm experience. Please bring apple crumble back!",POSITIVE,,POSITIVE,
3415,2450,"Saya suka tempat ini untuk mendinginkan hari saya.Saya bukan kekasih kopi, tetapi ada teh untuk diminum: D dan kue, saya tidak bisa (tentu saja saya tidak mau) ketinggalan gigitan.Ini adalah tempat yang bagus untuk mampir sebelum tengah malam jika Anda memiliki rencana untuk merasakan kerumunan di kehidupan malam Kemang.Tetapi jika Anda tidak, hanya menghabiskan waktu Anda di sini dengan laptop Anda, atau memesan, atau mengobrol dengan teman-teman Anda.",POSITIVE,POSITIVE,,
3416,830,"Tempatnya lumayan, makanan enak dan yang paling penting porsinya banyak. Buat yang suka makan atau lagi laper bisa cobain ke sini karena porsinya lumayan.",POSITIVE,POSITIVE,,
3417,1503,Baksonya enak!!! Deket rumah juga jadi kalo pengen makan bakso tinggal kesini deh. Tapi tempatnya panas banget kalo lagi rame. Siap siap bawa kipas deh ya kalo kesini.,POSITIVE,NEGATIVE,,
3418,1667,"Sangat nyaman!Pergi ke sana pada Sabtu malam untuk pertemuan dengan selusin teman.Anda dapat menelepon mereka terlebih dahulu untuk memesan jika Anda datang dalam kelompok lebih dari empat, kalau-kalau itu penuh di sana.Tetapi pastikan Anda datang tepat waktu!, Salah satu tempat yang nyaman untuk menghabiskan waktu terburu-buru Anda, tenang dan nyaman, tetapi pastikan bahwa Anda berkunjung di Momen yang tepat, karena beberapa tempat ini penuh dengan anak-anak, mommy dan pertemuan tim.Jadi berhati-hatilah ~ Tapi secara keseluruhan tempat ini luar biasa!Saya mencoba pasta ayam pesto mereka, tetapi makanan lebih rendah dari harapan saya (mungkin karena harganya tidak mahal dibandingkan dengan tempat lain).Secara keseluruhan, tempat yang bagus untuk menghabiskan studi dan waktu kerja Anda di sini!",NEGATIVE,POSITIVE,,POSITIVE
3419,1942,"Pertama kali kesini karena sempet ke gading cuma ga mampir, pas tau holywings buka di pik langsung ke tkp buat cobain dan tanya menu fav nya apa ke waiternya, terus direkomenin holyduck rice. Karena ga suka duck sbnrnya, tp karena sempet dpt info dr tmn yg udah cobain kl ducknya beda dr yang lain, akhirnya aku icip menu ini. Holyduck ricenyaaaa sumpah enaknyaaa bikin nagih!!!!! Kata waiternya, lt.2 bakal dibikin holyduck, wow banget dan ga sabar untuk cobain 😍😍😍 temen ku cobain fish dabu, telurnya super tempting abis! Intinya kalau kesini wajib cobain holyduck ricenya deh, enak banget banget banget 👍🏻👍🏻👍🏻👍🏻 Tempatnya juga bersih dan nyaman buat hangout bareng temen, live music serta pelayanannya top bgt pkknya!",POSITIVE,POSITIVE,POSITIVE,
3420,4125,"Tempat menjamu menjamu para customer & principal. Kepitingnya, tofu, dll uenak... cuma minusnya di dessertnya.. ice creamnya not recommen.. 4 thumbs for this place 😊😊",POSITIVE,,,
3421,3434,"Rame nya astagaaaa. Rasa makaroni nya jg biasa aja terlalu manis malah, kurang berasa creamy. Keju nya rasa gosong. Untung cm beli 1, itupun ga abis :(,i've been here for 3 times. dan hari ini kesini cuma mampir buat take away macaroni panggangnya. waktu dulu dine in, aku pilih tempat di taman-tamannya. suasananya asiiiik.. karena jarak meja satu ke meja lain kayak dibatesin pager tanaman. udah gitu adeeem. jadi makannya santai hihi selama kesini baru cobain macaroni panggangnya aja. temen-temen sih bilang lebih enak lasagna gulungnya daripada macaroni. karena dipanggang, otomatis permukaan macaroninya agak kering. jadi agak susah sih motongnya. tapi enak, taburan keju diatasnya kering, ketemu macaroni yang ga terlalu kering teksturnya. macaroninya ada 3 ukuran yaitu small, medium, large. kalo berdua sih better pesen yang small. karena porsinya lumayan besar. tapi small jarang ada atau mungkin keabisan. kalo medium cukup lah 4-5 orang. harga terbaru macaroni panggang biasa yang tadi aku take away itu 67k (medium) belum termasuk ppn 10%.,ga ngerti kenapa macaroni di sini banyak yg suka. i personally prefer lasagna gulung sih... i tried the special one and still nothing special IMHO. dalamnya ada jamur, keju cheddar, smooked beefnya. ini macaroni paling aneh rasanya. the macaroni taste should be salty and tasty, not salty and sweet! i really couldn't enjoy ate it so much.... 😨😐 harganya? mahal kalo dinilai dari segi rasa, ga sebanding (sorry), tapi ga gitu mahal kalo dinilai dari segi size/portion karena bisa dimakan sekitar 4-5 orang i think. pelayanannya cukup baik dan cepat. tempatnya sempit dan panas, better take away than dine in. not recommended.",NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE
3422,214,"Kata kakek aku pempek di sini enak jadi aku dateng ke sini. Pesennya pempek spesial atau apa gitu, mikirnya sih bakal macem2 gitu jenis pempeknya eh taunya cuma pempek kapal selam haha aku tertipu dengan nama menunya. Terlepas dari itu semua, rasa pempeknya enak deh, jarang-jarang saya suka pempek kapal selam.. oiya di sini juga ada menu lain cuma karena ke sininya sendiri jadi cuma pesan pempek deh",POSITIVE,,,
3423,2401,"Kemarilah dengan teman-teman memuaskan keinginan kami untuk makanan penutup dingin, dan mencari tempat yang nyaman untuk mengobrol.Ini memiliki suasana yang menyenangkan meskipun kecil.Untungnya, ketika saya datang terakhir kali, itu tidak ramai.Setelah menunggu beberapa waktu, saya akhirnya harus mencoba Dongdaemon Patbingsoo dan Apgujeong Bingoo.Dongdaemon Bingsoo memiliki rasa cokelat yang kaya yang membuatnya terlalu memuaskan.Sementara Apgujeong Bingsoo merasakan lebih baik dan lebih dekat dengan preferensi saya.Kedua Binsoo lezat, tapi saya pasti akan kembali untuk mencoba orang lain!",POSITIVE,POSITIVE,,
3424,1740,"Makanannya enak-enak. Saya paling suka masakan khas belanda yang mereka tawarkan seperti poffertjies dan bitterballen serta minuman kesukaan saya di sini adalah choco hazelnut. Untuk atmosfir tempat, sebenarnya tempat ini cozy dan menyenangkan tetapi menjadi sangat bising, sumpek dan sesak kalau sudah penuh orang dan tidak ada pembatas antara smoking dan non smoking area.",POSITIVE,NEGATIVE,,
3425,780,"Ini resto sushi favorite dr waktu kuliah karna msh pocket friendly dan enakkk.. skrg udh nikah n lg hamil ngidamnya sushi ippeke komachi ini cm karna ga boleh makan mentah2 jd tunda dulu smpe tar udh lahir.. karna aku ga terlalu suka sushi yg fusion.. ini sushi sashiminya original bgt.. paling suka ya salmon sashimi sm baby octopus, klo kesini makannya dkt kaiten tablenya jd tinggal pesen sm chefnya, karna lumayan bisa bhs jepang langsung minta sm chef jepang pake bahasanya..dan dia ramah bgt.. atau comot yg lg muter2 tau2 piringnya udh numpuk tinggi haha..",POSITIVE,,POSITIVE,
3426,181,Saya mengambil gambar yang buruk tidak mencerminkan kualitas restoran ini.Atmosfere yang santai membuatnya menyenangkan untuk percakapan panjang itu.Saya memiliki Double Chicken Decker yang harganya baik dan porsi.Saya juga memiliki bir bir bir ALE mereka yang memiliki petunjuk Bittnes dan hop.Rasa yang cukup mengesankan Tempat ini paling baik dinikmati di antara mereka yang dekat dengan kami karena tempat yang bagus untuk nongkrong kedamaian Yooo,POSITIVE,POSITIVE,,POSITIVE
3427,1139,"Ternyata rasanya biasa aja, gak seenak yang dibilang orang-orang hiks dan harganya juga gak semurah yang orang bilang meskipun emang murah sih dan tempatnya gerah ???",NEGATIVE,NEGATIVE,,NEGATIVE
3428,1866,"Always love the grilled chicken salad.. Porsinya pas bgtt, gak pelit dan rasa grilled chicken-nya enak bgt.. Saladnya ada potongan avocadonya gt.. Yummy to the max.. Dan jg dpt 2 pcs of bread.. Utk dessert pesen layer cake, rasanya jg enak.. Ada potongan blueberrynya jd pas bgt campuran rasanya.. Tempatnya enak buat nongkrong2.. Ada outdoor areanya jg jd yang ingin merokok bs pilih dluar..",POSITIVE,POSITIVE,,
3429,2799,"Salah satu restoran terbaik di Jakarta!Pernah ke sini dua kali dan kedua kalinya saya datang ke sini makanan masih sebagus pertama kali!Itu berarti mereka menjaga kualitas makanan dengan baik!Saya memesan teh Thailand yang agak bagus tapi tidak luar biasa.Untuk makanan, kami mencoba: - Rendang daging sapi super rapuh dan lembut!Enak Bangeeeet Banget!- Pad Thai Direkomendasikan !!!Pad Thai Ini Enak Banget Saya bersedia untuk kembali ke sana hanya untuk Pad Thai😍 - ikan kukus di Banget Banget!Tapi saya sudah menemukan lebih baik.- Green Curry Enak Banget!Harus Makan Ini pake nasi biar ndool😋 untuk hidangan penutup saya mencoba piring, enak semuang ga ada ga enak!Secara keseluruhan, ini adalah tempat yang baik bagi Anda untuk makan. Berkonsep Asia Cenderung ke Thailand Kali YAH?Suasana tempat itu juga bagus.Saya pasti akan kembali💘",POSITIVE,POSITIVE,,
3430,452,"Royale emang hits banget bogor, suka dengan tampilan luar dalamnya yang didesain keren banget. Mulai dari lantai 1 sampai dengan lantai 2 semuanya didesain keren. Keroyale sore hari itu emang paling pas, suasananya dpet banget buat nyantai... Pesen Lattenya dan Ninja Burger, Untuk Lattenya pas. Ninja burgernya enak banget, bikin ketagihan. Lantai bawah royale ( lantai 1 ) itu ada bakery dan mini barnya... Untuk Bakerynya juga enak Pilihan rasanya banyak",POSITIVE,POSITIVE,,
3431,203,"Sebenernya niat satnite kemarin cuman mo kuliner makan sate, buryam abang, soto dan main food kakilima lah @ pasarlama tapi pas lagi milih sambil jalan, ngeliat tenda tulisannya 'engkong mah ngikut aja' logatnya dibacanya sunda banget! Nah adek angkat gw namanya yeye mau aja tuh diajak nyobain tuh warung kakilima. Ternyata si #engkong #lim ini jual """"martabak jembreng"""" aka martabak aneka rasa berbentuk pizza Dan es potong yg weeeeeenak tenannnnn. Layak dicoba deh..., dijamin bakal ketagihan",POSITIVE,,,
3432,2162,"Lupa kmren pesen apa namanya, kalo ga salah anguk bingsoo, isinya pocky cokelat, vanilla ice cream, chocolate sauce, crushed oreo, shaved ice. Rasanya lumayan.. Harganya 38k.. Tapi tempatnya kurang pewe karena pake bar stool (kursi bar yang tinggi), ga ada smoking area yaa.. Posisi patbingsoo ada diatas seorae, mesti naik tangga dari depan atau bisa naik dari dalem seorae (flavor bliss alam sutera.)",POSITIVE,NEGATIVE,,
3433,9,"Back and here again. Tempatnya di food court. Konsep tenant-nya di sini khusus buat on-the-go atau klo mau makan langsung di food court sini. Service-nya sih standard aja. Penyajian cukup cepat krn proses pembuatannya yang cepat juga. Di sini gw order menu special-nya, Oreo Blizzard. Soft ice cream yang thick texture-nya, sampai2 diserve upside down. Ice cream-nya milky, soft and little bit sticky. Ditambah oreo, jadilah seperti rasa cookies & cream. Overall ini soft ice cream yang cukup enak & affordable. (280616)",POSITIVE,,POSITIVE,
3434,2373,"Makan disini gak ngerti lagi kayanya gak bakal makan disini lagi. Selain harga daging utk steaknya yg termasuk mahal, cara penyajian dan rasanya tidak ada yg istimewa. Bahkan gua order tenderloin yg harusnya bertekstur lembut malah ada bagian urat yang tidak bisa dipotong apalagi dimakan. Untuk steak semahal ini dengan rasa seperti itu menurut gua gak worthed makan disitu.",NEGATIVE,,,NEGATIVE
