,Unnamed: 0,rid,text,food,ambience,service,price
2705,2706,127,lokasi lotte shopping avenue kalo dari luar juga udah liat interior lucu tempat juga enak waiternya pun okeoke suka banget sama minum lychee apa gituuu terus buat cakenya yaaa oke sama makan yg lain juga lumayan,POSITIVE,POSITIVE,POSITIVE,
2706,2707,1582,tempat yang bagus untuk kerja atau bahkan hanya santa layan baik dan barista sangat ramah saya dapat espresso saya dua kali lipat bagai puji dan itu hanya kunjung pertama saya tidak bisa keluh sama sekali satu downside adalah ada beberapa kerja konstruksi tepat di depan toko tapi itu tidak ada hubung dengan toko jadi ya mungkin saya akan kembali telah konstruksi selesai,,POSITIVE,POSITIVE,
2707,2708,3474,lokasi strategis bagaimana sate itu benar mati untuk ini pada dasar adalah potong daging ayam apa yang buat begitu istimewa adalah tekstur dan juiciness sempurna dan juga rendam pedas buat lebih baik,POSITIVE,POSITIVE,,
2708,2709,2425,kami pergi ke kopi anomali untuk ada temu bisnis tempat bagus nyaman dan rancang cara unik sayang layan ini sangat buruk kami rasa bahwa kami usir oleh karyawan yang tugas hari itu kami duduk di sudut sampai jam 10 malam dan tiba mereka nyala musik genre logam yang penuh dengan jerit terlalu keras kami baik saja sampai speaker yang ada di belah kami hidup jadi kami putus untuk pergi tepat belum kami lang keluar dari pintu mereka mati musik kami rasa bahwa mereka sengaja laku sehingga kami bisa segera pergi manajer harus ajar beberapa etiket kepada karyawan saya tidak rekomendasi tempat ini sama sekali dan tidak akan pernah kembali lagi baru masuk saja udah keum wangi khas kopi nya sakit hari pisihannya iblis karamel ice pilih snack nya banyak betah nongkrong sini suasana nyaman jumlah sofa kursi yang cukup bisa sambil ngobrol santai atau pun diskusi dengan,,POSITIVE,NEGATIVE,
2709,2710,2648,tempat nya asik nyaman harga cukup murah makan nya jd rasa standard juga tp cocok buat kantong mahasiswa kemarin coba makan big burger challenge,,POSITIVE,,POSITIVE
2710,2711,331,waktu itu ke goods cafe udah agak lama mesennya cuma rainbow cakenya aja okay enak banget speechless dari segi tempat juga oke kok cocok buat yg mau ngedate sama racap atau kongkow2 doang hehe,POSITIVE,POSITIVE,,
2711,2712,4087,dendeng baladonya juara banget,POSITIVE,,,
2712,2713,2635,tempat enak lantai dua tepat waktu itu gue nyobain luar cuma kayak kalo ruko sekitar udah banyak yang sewa bakal rame orang lewat dekorasi sederhana tapi bagus dessertnya juga cukup pas sama harga meski yaa jangan terlalu harap banyak sama rasa gue nyobain kentang sama taro submarine kentang mantap taro submarine banyak es layan cukup ramah lah overall ok,NEGATIVE,POSITIVE,POSITIVE,
2713,2714,1411,layan yang baik makan enak dan nuansa yang baik saya mes fettuccine tinta hitam makan laut segar kopi milik aroma sahaja dan sempurna musik tidak terlalu keras jauh ini ok hal yang kejut saya rasa fettuccine agak pedas,POSITIVE,POSITIVE,,
2714,2715,1327,best sundanese resto so far makan kaya bumbu dan tata rapi di piring saji buat siapa goda buat ngabisin p sayang beberapa menu yang memang pedas ya rasa pedas bingiit buat orang yang ga kuat pedas pasti kepedesan buat layan ramah cepat dan tanggap mungkin karena datang di sabtu siang juga kali ya suasana cenderung sepi dan nyata hari sabtu munik nya cuma buka sampai jam 3 sore parkir luas spot banyak ada meja makan biasa atau leseh tepi kolam ikan ada paket makan yang lengkap karaoke juga bisa,POSITIVE,POSITIVE,POSITIVE,
2715,2716,3978,lovee all the food in here makan kenyanggg dan puas harga cocok sm makan worth it bgt tempat cozy banget dan layan cepet dan okee abis,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2716,2717,1346,tempat ini rekomendasi aku mes nasi mentega dengan jamur ayam krim fettucini dengan saus seafood minum pita merah muda dan minum abc nasi mentega omg fav saya sooooo baik saya bisa makan panjang hari panjang malam tapi fettucini baik saja minum pita merah muda sangat bagus cocok dengan hidang utama yang saya pesan tetapi minum abc lebih suka jus wortel tidak rekomendasi suasana itu baik untuk makan siang utama oh dan layan sial mereka kerja beberapa pria lucu lol cara seluruh tempat ini bagus untuk hangout,POSITIVE,POSITIVE,,
2717,2718,4040,sen crab sama mix bag 1 nya semua rasa asi addict dengan level pedas medium dari bumbu sih pas dibandingin sama resto2 crab hits yang lain sama enak tapi seafood nya kurang fresh dan ada beberapa yg undercook terus sen juga gyutadon yg kenal itu tambah topping egg nya rasa sih standar tapi porsi besar untuk harga sih standar,NEGATIVE,,,
2718,2719,1952,ramen nya endol surendol takendol kendol alias enak banget ini salah satu ramen yg cocok di lidah aku dan porsi nya lumayan bikin wareug rek orang sunda bilang teh lumayan bikin kenyang tempat nyaman layan nya ramah dan yg penting halal jamin nagih pokok suka,POSITIVE,POSITIVE,POSITIVE,
2719,2720,850,bau super yum rasa begitu coba beberapa kali dan masih belum suka mes adon pandan dengan keju seperti cara mereka tampil proses masak mereka karena orang sangat kagum dengan itu sangat sederhana namun mampu pesona langgan bagaimana telah beberapa gigit itu terlalu banyak upaya dua eggo mes adon cokelat dengan chip choco itu terlalu biasa dengan demikian bagi eggo baik untuk 2,NEGATIVE,POSITIVE,,
2720,2721,2985,akhir cobain juga aw kitchen di plaza indonesia restonya cukup bagus and suprisingly dsini ada omakaze cuma saya pesan calamary and chicken grill rasa enak cuma buat pricenya cocok banget buat makan sama keluarga and ngumpul ngumpul,POSITIVE,POSITIVE,,NEGATIVE
2721,2722,3444,ini meksiko di jakarta kami senang makan otentik dan rasa luar biasa margarita itu baik dan bir korona dingin,POSITIVE,,,
2722,2723,171,today service nya awut2an ga ada yg layanin pas dateng tunggu lama baru kasi menu yang grill kaya bengong ga niat sampe gosong uda ditukerin mas gosong lagi pas masak yg ke 2 sup nya kaya air dicemplungin tahu doank minta ga pedes malah ga kasi bumbu sama sekali minta pancake nambah ga dateng2 sampe pulang tetep ga dtg minum abis ga direfill used to be my fave korean resto too bad the staff are inexperienced very disappointing,NEGATIVE,,NEGATIVE,
2723,2724,185,apa yang saya suka dari tempat ini tidak hanya buka sampai larut malam tetapi menu milik begitu banyak pilih dari dimsum karena nama sampai makan jepang dan indonesia mereka juga dapat musik live di lantai 2 yang hanya muncul suasana,POSITIVE,POSITIVE,,
2724,2725,2986,fyi sushi moron pindah ke pasmod deket mi sruput cc16 nyoba black dragon yang di menu masuk recommended untuk rasa sih lebih ke biasa aja gak terlalu spesial dengan harga 30an mungkin menu lain ada yang lebih enak,NEGATIVE,,,POSITIVE
2725,2726,3825,pertama tau tempat ini dr instagram temen pas lah buat yg suka foto2 makan trus upload di medsos krn packaging makan sm dekorasi tempat unik banget pilih menu sedikit tp rasa enak nyobain yg recommended tuna makarena sm beef teriyaki liat sih kecil nyata bikin kenyang juga,POSITIVE,POSITIVE,,
2726,2727,1804,satu tempat yang tenang dengan suasana vintage sama seperti rumah nenek saya dengan jenis makan spesialisasi belanda yang unik harga wajar dengan makan lezat dan kopi yang layak,POSITIVE,POSITIVE,,POSITIVE
2727,2728,2560,tried this for the first time di tempat asli pas lagi ada di malaka enak bgt di malaka fillingnya ada 3 macem durian yoghurt sm sirsak di aeon cm ada yg durian doang and im not a fan of it,POSITIVE,,,
2728,2729,2172,ini adalah kunjung dua saya di sini telah sekitar 2 tahun dan dapat saya tetap tidak ubah saya pikir rasa tidak apa porsi kecil dan harga agak tinggi placewise tidak apa dan layan pada saya pikir saya hanya akan tempel pada cafe bogor untuk sup buntut,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE
2729,2730,3813,makan yang baru masak daging sapi angus panggang sudah lezat jus baru saja campur dan buat tepat di depan mata anda pilih makan yang baik suasana yang bagus,POSITIVE,POSITIVE,,
2730,2731,2299,tempat nyaman banget makan enak- enak walaupun pass liat menu agak mikir kalau sini mahal tapi pass makan dateng nyata porsi besar yang kita sen ga pelit banget kasih topping enakk deh pokok suka banget sama burgernyaa jucy lucy pizzanya nothing special tapi banyak toppingnya,POSITIVE,POSITIVE,,NEGATIVE
2731,2732,3947,adil makan baru yang cerah dan bersih harus mampir ke plaza semanggi untuk dapat salah satu hal aneh yang hanya dapat anda temu di mal seperti ini dan kejut lihat ini bagai macam makan dengan lebih banyak pilih dan rasa yang agak lebih baik daripada eat2 yang kembang milik makan thailand yang rupa nilai bagus dan baik,POSITIVE,POSITIVE,,POSITIVE
2732,2733,3763,lokasi persis di belah adorama satu gedung dengan tamnak thai lumayan strategis untuk stop by telah lunch atau in between meetings sedia coffee plus bagai masakan asia dan western kopi okay tempat cozy,POSITIVE,POSITIVE,,
2733,2734,52,mereka milik banyak makan tutup buat sesuai pesan atau salah satu tampil mereka milik bagai rasa eclairs coba makan juga mereka baik saja tempat itu beri cahaya yang sangat gelap dan lilin di atasmeja padahal kalo liat di showcase gagitu besar tp kl udh madann cukup kenyang bgt 9 dan hargup cukup standar utk patisserie oleh chef sih kisar 35-40an ribu utk makan berat sih blm pernah coba makan berat sana bbrp kali beli patisserienya terus tempat juga cukup enakkkk,POSITIVE,POSITIVE,,POSITIVE
2734,2735,3644,rasa enak dan harga pun ramah kantong porsi jg sesuai sama perut serta saji jg cepat mienya jg lembut dan saosnya asa,POSITIVE,,POSITIVE,POSITIVE
2735,2736,2364,interior tua yang sangat indah dan kelas yang mereka milik saya suka itu layan ini sangat baik mereka tunjuk beberapa ramah dan layan yang cukup cepat makan sangat bagus dan sangat jangkau untuk makan malam keluarga atau dengan beberapa teman lebih baik mes meja karena kadang milik banyak langgan datang untuk makan malam yiy harus coba dory matah dan teh hijau latte mereka,POSITIVE,POSITIVE,POSITIVE,
2736,2737,3290,baru sekali kesini itu ajak teman aku pesan menu bowl yang ada banana and peanut butter i forgot the name rasa cukup enak memang sempat rada aneh lidah saat pertama coba namun telah beberapa suap baru asa enak unik karena jarang ada resto yang usung makan sehat seperti ini di jakarta,POSITIVE,,,
2737,2738,3923,pernah ke sini lama 3 atau 4 kali dan kapan saja saya sampai di sana cara betul saya akan selalu bawa teh mereka pulang bukan cara gratis layan hebat karena semua layan mereka benar tahu persis tentang teh mereka coba eclair yang agak pricy tapi nilai anda dapat apa yang anda bayar suasana interior 8 toilet keren pergi temu diri anda tanpa minta mereka benar jadi karena mereka milik mesin besar saya lupa nama raksasa itu seperti teh raksasatekanan senang dan tentu akan kembali lagi,POSITIVE,POSITIVE,POSITIVE,NEGATIVE
2738,2739,3865,kesini dulu efek kabar mgehits mie goreng yang sama bungkus pas kesana suasanannya american gitu ya tempat rame dan dalem ada toko bunga juga rasa ya standar rasa mie goreng biasa ngerasa too pricey after eat that hahha tapi daripada penasaran mending coba lah yaa,NEGATIVE,POSITIVE,,NEGATIVE
2739,2740,2670,terus terang aja kalo mampir ke cimory ini cuma malas parkir yang penuh uda gitu kalau mau makan harus jibaku cari meja tempat duduk kalau hoki akan dapat tempat yang bagus kalau nga ya pasti akan dapat tempat seperti hal di restoran2 biasa untuk makanan2nya pun benar tidak ada yang istimewa juga yang lebih banyak tampil western food akhir cuma hanya untuk tempat ngaso habis jibaku dengan macet sambil makan camilan2nya yang suka adalah makan oleh2nya utama soes chocomory yang lezat tanggung enak bawa pulang sampai jakarta langsung dimasukin kulkas untuk beku lagi top markotop untuk soes chocomorynya tirta-lie blogspot com,POSITIVE,NEGATIVE,,
2740,2741,3789,soulfood buah rumah makan makan indonesia yang turut saya milik lebih sendiri nanduto saya kira hasil jadi tempat ini begitu tarik menu yang saji di sini saya kira cukup kreatif dan hasil salah satu menu favorit saya adalah nasi kembulan dua jenis nasi dengan sayur kecipir dan agam lauk ini jadi hidang favorit saya sini rasa kecipir sambal mangga dan lauk pauk yang enak jadi hidang ini layak untuk coba hanya saja saya kurang suka telur dadar yang turut saya bisa lebih di eksplor lagi dari bumbu dan isi nya cara seluruh soulfood hasil emas masakan indonesia dengan baik,POSITIVE,,,
2741,2742,2725,lumayan lah ya porsi nya banyak rasa enak,POSITIVE,,,
2742,2743,3448,tempat yang nyaman buat hang out bareng teman suasana buat orang pewe banget decoration nya juga so vintage gak hanya tempat buat kumpul2 bareng teman bisa juga buat family dinner karna suasana dan rasa makan yg dukung ak sen pasta pasta al dente rasa juga pas pork belly nya juga empuk banget dan taste nya soo gooodd really worth to try,POSITIVE,POSITIVE,,
2743,2744,619,ini milik suasana yang senang tetapi akan lebih baik jika daerah itu lebih besar coba piring bodoh dan itu ok saja rasa tidak bagus yang saya harap seperti di ulas lain sup jamur fantastis persis seperti rumah buat akan senang milik putar ke-2 saya akan kata resto hanya ok,NEGATIVE,POSITIVE,,
2744,2745,195,great for hanging out there is a barber shop and concept store if not mistaken you can seat here while waiting for your friends to shop or cut their hair p they have standard price and standard taste for main course used to order their best selling dessert flambe banana but they didn t sell it anymore a cafe in the downstair with store and barbershop in the upstair tempat parkir prihatin saya tapi pas masuk yaaa typical cafe gitu lah tapi apa yang unik sofa deket pintu masuk belakang jendela gitu itu bagus buat jadi background foto but the place is quite good yaaa buat ngobrol lama dan gue sen double espresso 20 000 ice chocolate 35 000 french fries 38 000 calamari 42 000 sama radler lupa berapa harga doppionya lumayan enak di serve with water gitu bukan sparkling soda gitu untuk portion side dish yang gue sen agak kurang banyak yaaa tapi rasa lumayan kok dan layan asik kok ramah pegawai tempat 9 10 layan 9 10 makan minum 6 10 wifi 8 10 toilet 8 10 overall 7 10,POSITIVE,POSITIVE,POSITIVE,
2745,2746,1791,makan siang di sini untuk raya tahun baru imlek dengan kolega saya kami mes cumi-cumi udang ikan kepiting ikan mereka lezat tetapi harga mahal tetapi padan bagi saya squid dengan saus padang adalah yang paling lezat,POSITIVE,,,NEGATIVE
2746,2747,2198,saya biasa pergi ke toranomon untuk baik ingin bbq daging tetapi kemudian cukup mahal dan barang jadi saya sangat senang temu tempat ini bulgogi brothers di lotte shopping avenue pada dasar itu gahyo slash toranomon tetapi tidak santap saya sedang jatuh cinta jika anda unjung tempat ini saya saran untuk pergi untuk set bbq milik bagai kombinasi favorit saya adalah bbq yang tetap dengan 3 kombinasi daging lupa nama tetapi ada di bagi bawah menu bayang daging tebal air panggang dalam wajan non lengket dengan bawang putih bawang dan beberapa lemak di sekitar milik sedang atau sedang-baik ambil ke tempat tambah di dalam selada dengan sedikit kimchi dan nasi hangat aku bahkan tidak perlu masuk saus apa pun karena hei itu sudah bagus makan sekaligus makan a la carte lain yang saya hasil coba jap chae dan tusuk sate ayam dua ns gila bagus fairishtale wordpress com,POSITIVE,POSITIVE,POSITIVE,
2747,2748,2545,bakmi krekot telah jadi tempat mie favorit saya lama tahun tidak pernah kecewa ketika saya pergi ke sini tekstur mie sempurna dan rasa enak sangat rekomendasi kepada semua mie karet cinta,POSITIVE,,,
2748,2749,3990,unjung tempat ini ketika saya ada di pasar santa coba sate padang mereka hanya daging tanpa jeruk dan itu harga sekitar 25-38k per porsi itu adalah salah satu sate padang baik yang pernah saya coba di jakarta bukan gemar sate padang tetapi yang ini benar layak untuk coba,POSITIVE,,,
2749,2750,495,tempat yang bagus dan kopi yang enak memang cinta semua jenis kopi dan bagaimana mereka hasil nah kopi baik di kota jika bisa saya kata turut saya dan harga yang sama sekali masuk akal ramah saku saya bisa tinggal lama di sini bicara dan laku beberapa hal di laptop saya suka saja,POSITIVE,POSITIVE,,POSITIVE
2750,2751,916,meski rumor tanda ras sebar ke mana dan pada berita ya udah masih duduk di atas daftar saya tiap kali saya cari makan dan bir yang jangkau saya dengar bahwa branch yogyakarta akan segera buka betapa keren itu,POSITIVE,,,POSITIVE
2751,2752,3599,tempat nya cozy banget layan nya cepet dan utama untuk love musik oke lah untuk hibur cuma turut aku untuk tamu yg mau nyanyi di panggung agak ganggu ya soal suara nya belum tentu bagus dan enak di denger hehehe kecuali dia lagi ulang tahun untuk makan nya enak banget specially for nachos and the salmon pizza,POSITIVE,POSITIVE,POSITIVE,
2752,2753,3569,bagi saya restoran jepang ini masih rupa salah satu makan jepang baik di kelapa gading meski ada begitu banyak restoran jepang fusion yang buka di daerah mkg saya suka banyak varian menu sushi yang gerak di atas meja sushi mereka itu lihat sederhana tetapi anda dapat rasa selera sushi jepang yang lezat lezat saya juga suka takoyaki dan kari daging sapi udon untuk hidang tutup es krim matcha dan ogura adalah favorit saya ini segar milik rasa teh hijau yang kaya dan tidak terlalu manis,POSITIVE,,,
2753,2754,3398,gw lagi jalan dan ketemu bakery okky sumpah dah roti enk bgt harga ok harus di coba resoles ham sama roti keju ato gk roti coklat 11 10,POSITIVE,,,POSITIVE
2754,2755,3992,salah satu lokasi hang out week end yg pas buat seru2an lo brg temen2 lo konsep nya rooftop minum macam makan enak harga ya pas sih sama crowd yg tawar tips belum kesini baik reserve dulu soal rame terus kalo weekend,POSITIVE,POSITIVE,,
2755,2756,584,satu lagi nih tempat nongkrong di bogor resto atau mungkin lebih cocok sebut cafe tempat ini pas banget buat ngumpul bareng temen2 suasana nyaman dan kini hanya saja taste makan sini kurang ok dan agak over price,NEGATIVE,POSITIVE,,NEGATIVE
2756,2757,1724,enak banget tapi mahal bangeeeet sekal aja kemari deh layan juga ramah jelas komposisi dan bumbu dari tiap makan yang pes kalau boleh ngerokok akan lebih betah lagi makan di sini hehe,POSITIVE,,POSITIVE,NEGATIVE
2757,2758,973,overall uda bbrp kali kesini dan rasa tidak pernah buat kecewa -fussili nya enk dan bumbu asa di lidah dan daging ham yang cukup pas -utk starter ada seafood in a plate tampil cukup tarik dengan taste udang yang unik ikan dory yang empuk dan onion ring pas goreng -dan yg akhir ada japanese style pizza chicken teriyaki ini cukup unik sih walaupun agak ribet pas makan taste japanese nya kental sekali dengan padu bumbu teriyaki dan butter rice yang harum sangat reccomended buat coba love their pasta not really into their toast dessert too sweet for my tastebud,POSITIVE,,,
2758,2759,744,udah beberapa kali ke sini dan tiap kali makan burgernya terus soal enak bgt dan banyak bner2 bikin kenyang dan puas pasta juga enak its very recommended,POSITIVE,,,
2759,2760,2470,bingso mereka sangat indah dan baik saya mes strawberry cheesecake bingsoo kombinasi tepat di mulut saya juga mes hot dog babi saya lupa apa nama rasa hanya standar seperti babi dengan kimchi,POSITIVE,,,
2760,2761,1470,pernah ke sini lama lebih dari 10 kali suka restoran ini milik banyak pilih untuk semua bahkan sup dan saus rasa luar biasa service rata di jam sibuk dan sun,POSITIVE,,,
2761,2762,2779,klo resto yg ini krn deket sm kantor dan tmp tinggal jd frekuensi gw kemari bs bilang sering banget makan rata2 chinese sm indonesian food gitu ada dim sum jg tp varian sedikit biasa klo makan di sini gw jg sen mantau goreng enak banget apalagi makan pas masih anget2 utk juice-nya gw kurang suka soale cenderung encer jd gw jarang sen juice di sini di sini jg biasa suka ada acara nonton bareng dan masuk srg adain promo member gitu klo abis makan ada yg mau karaoke bs turun ke lt dasar klo mau billyard bs naik ke lt atas,POSITIVE,POSITIVE,,
2762,2763,2850,finally sampean jg ke chakra buat dinner sm pasang tempat bagusss pas kesana lagi sepi jd kaya private dine bgt makananya minum boleh lah lumayan enak cake yg choco lava enak bgttt pas rasa gak bikin enek lumayan susah cari abis udah malem hehe view kesana lewat jembatan gitu bagus deh,POSITIVE,POSITIVE,,
2763,2764,3422,pergi ke babi beberapa minggu yang lalu milik piring makan laut mereka yang rupa sepakat yang sangat baik dan steak salmon saya suka tekstur kulit salmon mereka matah sambal mereka juga asa enak interior babi juga sangat nyaman,POSITIVE,POSITIVE,,
2764,2765,1211,dah beberapa kali makan soto betawinya h mamat dine in take away memang paling enaaaaak tp kalo makan di tempat memang agak risih soal tempat golong kotor tanpa ac jadi kalo pas matahari lagi terik tempat full memang sering antri kalo pas jam makan lalu makan soto panas2 alamat keringetan tp ada solusi yaitu akhir dg makan es podeng wuih mantap abizzz,POSITIVE,NEGATIVE,,
2765,2766,2672,tony roma s thamrin adalah restoran premium yang letak di uob plaza dan kenal karena tulang rusuk namun anda masih bisa dapat menu lain seperti makan laut di sini tempat ini benar nyaman ini mungkin anda untuk nikmat makan anda dan tidak buru tentang hal itu jika anda akan ada makan siang keluarga atau makan malam saya saran anda untuk mes meja sudut awal jendela yang satu yang paling nyaman anda juga dapat minta partisi untuk waktu yang lebih pribadi dengan keluarga anda bagi agak besar dari amat saya bagi besar konsumen milik 1 porsi untuk 2-3 orang tetapi masih ada mungkin untuk milik sendiri selain itu mungkin juga karena agak mahal untuk tulang rusuk itu kisar dari rp 250 000 hingga idr 400 000 piring makan laut kena biaya idr 450 000 namun itu nila 4 orang ini adalah tempat yang bagus untuk temu keluarga besar xo,POSITIVE,POSITIVE,,NEGATIVE
2766,2767,4009,tempat makan paling worthed di sekitar apartment medit ramah di kantong kenyang si perut haha datang siang hari lebih baik karna pilih sayur dan lauk yang sangat agam,POSITIVE,,,POSITIVE
2767,2768,2847,selalu naksir khusus dengan grup tugu dan putus untuk sarap di sudut toko roti mereka kami adalah satu langgan di sana dan layan bagi besar tinggal kami sendiri di sana jadi kami benar senang untuk laku cakap pagi menu mereka padan dengan harga tetapi terlalu buruk mereka tidak milik parkir motor yang layak kira anda harus tidak tempat tempat sampah anda sama dengan slot parkir untuk sepeda motor,POSITIVE,NEGATIVE,,POSITIVE
2768,2769,1168,pas dtg kesini byk yg lg pada ngerjain tugas emg tempat enak jg kl buat ngerjain tugas soal wifinya lumayan cepat untuk makan lumayan yg ga bgt pas gw sen minum apa ya lp nama pkknya khas truck yellow gt ada bubuk cofenya ga sukaa bgt paiitt aneh rasa mnurut gw tp harga juga lumayan standar ga mahal dan ga murah jg turut gw mungkin kl nanti mau sambil ngerjain skripsi boleh jg nongkrong disni,POSITIVE,POSITIVE,,POSITIVE
2769,2770,117,lokasi gampang ditemuin karena pinggir jalan deket gapura pecenongan suasana nyaman enak jadi tempat ngobrol bareng harga jangkau kantong mahasiswa makan dan minum khas betawi asli dan enak,POSITIVE,POSITIVE,,POSITIVE
2770,2771,1379,steak nya ok sauce nya jg ok mashed potatoes kurang banget harga jangkau buat harga steak wagyu dll nya cuma ventilasi kurang ya abis makan baju lumayan bau,POSITIVE,POSITIVE,NEGATIVE,POSITIVE
2771,2772,2669,saya hanya coba makan tutup dan itu tidak buruk teman saya mes spaghetti aglio olio-nya tempat keren untuk hang out,POSITIVE,POSITIVE,,
2772,2773,3874,ketika jepang masak italia saya mungkin milik pasta paling favorit di tempat lain namun popolamama layan pasta al dente yang paling satu pasta saya tidak kes dengan pasta dengan tuna sambel ijo itu pedas namun tuna sambel ijo tidak cocok dengan pasta mereka tidak milik lasagna saya selalu sedikit bingung dengan tempat yang saji pasta tetapi tidak milik lasagna,NEGATIVE,,,
2773,2774,650,sendi sushi sangat fusion sushi groove fokus pada gulung sushi kreatif interpretasi modern hidang jepang dan mangkuk nasi jepang hibridisasi dengan masakan lain rasa tidak buruk tetapi jangan harap pikir tiup segar atau kualitas ini adalah tempat yang pada untuk milik hangout telah kantor ketika anda butuh baik jepang butuh waktu lama bagi mereka untuk siap banyak hal jika piring jadi jangan harap untuk makan siang sebentar,POSITIVE,POSITIVE,NEGATIVE,
2774,2775,3798,tempat favorite deh gak bisa lupa sama rasa aglio olio nya enak banget dan buat harga ya banding lah sama layan rasa udah beberapa kali kesini dan tetep ken lagi,POSITIVE,,,
2775,2776,3921,jadi tempat makan favorit tiap ke plaza senayan ga pernah ga makan di sini dan so far nyoba bagai macam menu pasta nya ga ada yang kecewa ambience tempat juga enak banget ga heran kalau weekend durasi pake meja nya dibatesin,POSITIVE,POSITIVE,,
2776,2777,3858,jauh ini tempat ini adalah favorit saya untuk nikmat kopi untuk semua kasih kopi tempat ini sedia bagai jenis kopi liat gambar di buku menu lucu bisa minta gambar yg akan bentuk gue minta panda sama kucing datang lebih mirip beruang sama anjing chowchow standar aja harga per gelas 30k-an,POSITIVE,,,
2777,2778,3068,ini tempat nge desserts yg sering jadi pilih aku tiap ke gi kaya ga pernah bosen dengan churros nya sayang tempat nya kecil jadi klo weekend banyak jangan harap bisa dpt tempat di sini tapi utk semua taste nya it s good you can t buy happiness but you can buy chocolate,POSITIVE,NEGATIVE,,
2778,2779,12,red velvet cakenya enak dijakarta pernah sen escargotnya juga enak buttery banget layan oke harga sangat amat banding ama apa yg kita dapet,POSITIVE,,POSITIVE,POSITIVE
2779,2780,612,emang jadwal kencan sama pacar dan bingung mau ke mana kasih rekomen ke sini sama teman untuk tempat unik dan nyaman tapi kurang luas untuk makan dan minum gak usah tanya lagi menu banyak variant dan masa kini banget harga tidak terlalu mahal layan ramah tapi minus di daftar menu yang hanya tampil tulis aja dan kurang rapih tidak tampil gambar makan jadi pas mesen agak bingung juga lalu ketika mix and match minum gue yang saat itu pilih chocolate milk campur greentea icecream dan mbak bilang kalau itu gak recomend karena rasa pait ketemu pait kasih saran melilih rasa lain,,POSITIVE,POSITIVE,POSITIVE
2780,2781,1464,jangan pernah kecewa saya jauh ini cukup nikmat smoothie stroberi blueberry yang sangat segar dan piring bom jamur portobello ya ampun itu benar nikmat bullgogi mereka salmon chahan rasa enak tempat ini cukup hibur saya,POSITIVE,POSITIVE,,
2781,2782,2331,mapogalmaegi atau biasa yg singkat magal salah satu korbeq yg cukup kenal skrg aku udah pernah coba yg di pik dan kemarin makan yg di kelapa gading krn dekat kantor aku makan dua dan sen pork pertama yg skirtmeat bumbu dan samgyeopsal lalu aku sen soondoobu jjigae supaya ada kuah free side dishes yg sedia di awal cukup royal turut banding cu wa dan korean pancake nya bs nambah teruss tanpa ada alas habis batas pork yg bumbu nya enakkkkk mereseeeup banget dan empukkk samgyeopsalnya so so ya garing enak buat bungkus daun selada soodoobu jjigae nya turut kurang gurih kayak agak nanggung rasa untuk menu soup seperti biasa sdh dapat free nasi ya selain itu kita dpt free telur panggang yg masak di keliling daging enaak cara aku doyan telur hehe overall tidak kecewa namun jg tidak spesial untuk harga jg oke per orang 150 000 dan sudah kenyangg bgt,POSITIVE,,,POSITIVE
2782,2783,1735,penasaran sama nih bapang udah lama banget gara2 liat di ig temen dan betul kmaren lagi ada di skitaran otista yaudah deh tes order pake gojek sen signature dishnya yakni nasi goreng panggang pake sambil matah ini kali pertama gue nyobain bapang ala batak dan ga impressed2 banget sama rasa pretty standard rasa bapang asin gurih gitu doang ga bumbu gimana2 yaaa lumayan lah 3 5 5 nasgornya beneran asin doang trus aga keras gitu nasi 2 5 5 sambel matahnya juga biasa simpul adalah turut gue bapang ini rasa biasa aja ga se-wah ekspektasi gue yaaa 3 5 bolelaaah,NEGATIVE,,,
2783,2784,1638,telah semua dilema pilih restoran teman saya dan saya akhir pergi ke sini untuk makan malam kami pergi ke sini pada hari kerja jadi tidak ada daftar tunggu kami mes telur dalam toples benediktus jepang yang rekomendasi oleh layan dan rasa begitu enak mereka milik suasana yang nyaman harga masuk akal dan layan sangat bantu dan ramah cara seluruh itu adalah alam yang baik dan mereka padan dengan harga akan kembali ke sini dalam waktu dekat,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2784,2785,3470,parkir dengan layan valet relatif efisien ramah dengan layan yang senyum layan yang baik dan cepat dan gurun yang lezat terima kasih kawan,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2785,2786,1178,omg benar harus coba untuk cinta matcha saya coba salah satu makan tutup nama nara dan milik selera rupa dengan parfait tsujiri yang saya makan di gion,POSITIVE,,,
2786,2787,2555,pergi ke sini cara tidak sengaja dengan bf saya para layan sangat tarik kkk makan enak tapi aku suka nacho suasana luar biasa tempat yang bagus,POSITIVE,POSITIVE,POSITIVE,
